group_id,kind,sha256,uid,class_folder,filename,width,height,bytes
71,within_class,8df617dc9702b07bc5da3fb0eb587ecde15be4ba68f70e107b6e32f461cc5035,No/2 (1).jpeg,No,2 (1).jpeg,549,1027,113301
71,within_class,8df617dc9702b07bc5da3fb0eb587ecde15be4ba68f70e107b6e32f461cc5035,No/IMG_0203.jpeg,No,IMG_0203.jpeg,549,1027,113301
72,within_class,8f9a6694b11d689af79b9261b00a08ed6bcea20b203f7cf2ae122fb3eb983aa2,No/12 (30).jpeg,No,12 (30).jpeg,163,246,21055
72,within_class,8f9a6694b11d689af79b9261b00a08ed6bcea20b203f7cf2ae122fb3eb983aa2,No/14 (19).jpeg,No,14 (19).jpeg,163,246,21055
72,within_class,8f9a6694b11d689af79b9261b00a08ed6bcea20b203f7cf2ae122fb3eb983aa2,No/IMG_0364.jpeg,No,IMG_0364.jpeg,163,246,21055
73,cross_class,901d3e808d383055ccc660457bfd12191260378f51d300c20b00e713b37b6860,No/IMG_0198.jpeg,No,IMG_0198.jpeg,748,547,90299
73,cross_class,901d3e808d383055ccc660457bfd12191260378f51d300c20b00e713b37b6860,Yes/IMG_0198.jpeg,Yes,IMG_0198.jpeg,748,547,90299
74,within_class,91e3cc6099aa9a91f5d963ae8baa5ac85bf11bbd8e63dfab2a7eafcce9e22c62,No/6 (2).jpeg,No,6 (2).jpeg,794,506,88016
74,within_class,91e3cc6099aa9a91f5d963ae8baa5ac85bf11bbd8e63dfab2a7eafcce9e22c62,No/IMG_0234.jpeg,No,IMG_0234.jpeg,794,506,88016
75,within_class,97ce06cf854b96f5cfec35502b536425cdd4050217c4855ff175463bb1264852,No/1 (8).jpeg,No,1 (8).jpeg,925,943,189858
75,within_class,97ce06cf854b96f5cfec35502b536425cdd4050217c4855ff175463bb1264852,No/2 (10).jpeg,No,2 (10).jpeg,925,943,189858
75,within_class,97ce06cf854b96f5cfec35502b536425cdd4050217c4855ff175463bb1264852,No/IMG_0202.jpeg,No,IMG_0202.jpeg,925,943,189858
76,within_class,9ac9e677f1ef3e7014283792d3977bf72456f97c1b120da1439a28457058db5d,No/6 (5).jpeg,No,6 (5).jpeg,668,491,71207
76,within_class,9ac9e677f1ef3e7014283792d3977bf72456f97c1b120da1439a28457058db5d,No/IMG_0237.jpeg,No,IMG_0237.jpeg,668,491,71207
77,within_class,9b4113681f151bcc5e967310e2fc399b6c7867dbfa32ce378621fe79f61274a6,No/12 (20).jpeg,No,12 (20).jpeg,209,560,33229
77,within_class,9b4113681f151bcc5e967310e2fc399b6c7867dbfa32ce378621fe79f61274a6,No/14 (9).jpeg,No,14 (9).jpeg,209,560,33229
77,within_class,9b4113681f151bcc5e967310e2fc399b6c7867dbfa32ce378621fe79f61274a6,No/IMG_0354.jpeg,No,IMG_0354.jpeg,209,560,33229
78,within_class,9c4ebf8486c2dabc51d9f72d2e87b3d154110100cc6e9c04fb8862a271bea1a6,No/9 (29).jpg,No,9 (29).jpg,129,129,8799
78,within_class,9c4ebf8486c2dabc51d9f72d2e87b3d154110100cc6e9c04fb8862a271bea1a6,No/IMG_20231216_150534_787.jpg,No,IMG_20231216_150534_787.jpg,129,129,8799
79,within_class,9d0341f121561288992a0471d1a68f2a430a0cdd1cbd86675dc3a8e5ef7bbe15,No/11 (9).jpeg,No,11 (9).jpeg,537,491,53106
79,within_class,9d0341f121561288992a0471d1a68f2a430a0cdd1cbd86675dc3a8e5ef7bbe15,No/2024-02-04 15.36.21.jpeg,No,2024-02-04 15.36.21.jpeg,537,491,53106
80,within_class,9d9fd53c3e0c6ab0205c2890398c4946ff90cfc1d0ed35b3ff5452fe5c4df65d,No/10 (34).jpeg,No,10 (34).jpeg,144,349,17925
80,within_class,9d9fd53c3e0c6ab0205c2890398c4946ff90cfc1d0ed35b3ff5452fe5c4df65d,No/IMG_0342.jpeg,No,IMG_0342.jpeg,144,349,17925
81,within_class,a259920984c90861ab2c23a8f8f5cefd847b4a5274fcc6733242310bd62b7ebc,No/2024-02-04 15.17.31.jpeg,No,2024-02-04 15.17.31.jpeg,513,384,39849
81,within_class,a259920984c90861ab2c23a8f8f5cefd847b4a5274fcc6733242310bd62b7ebc,No/3 (9).jpeg,No,3 (9).jpeg,513,384,39849
82,within_class,a26eedda8ecf4e126c8efe266c932a7ecb4c5b609f18857f41bfb0415a64a363,No/2024-02-04 15.19.13.jpeg,No,2024-02-04 15.19.13.jpeg,837,491,71769
82,within_class,a26eedda8ecf4e126c8efe266c932a7ecb4c5b609f18857f41bfb0415a64a363,No/3 (4).jpeg,No,3 (4).jpeg,837,491,71769
83,within_class,a38bee435f3c1b92e6a73fc00610d1eb89665b85e004cf772e7eb2693707a0b9,No/10 (17).jpeg,No,10 (17).jpeg,148,453,20278
83,within_class,a38bee435f3c1b92e6a73fc00610d1eb89665b85e004cf772e7eb2693707a0b9,No/14 (17).jpeg,No,14 (17).jpeg,148,453,20278
83,within_class,a38bee435f3c1b92e6a73fc00610d1eb89665b85e004cf772e7eb2693707a0b9,No/IMG_0362.jpeg,No,IMG_0362.jpeg,148,453,20278
84,within_class,a43edb229c480324cd425344fce86c78e3b3aa662efacf5e1a4c9a8c38f37f53,No/13 (14).jpg,No,13 (14).jpg,134,129,8765
84,within_class,a43edb229c480324cd425344fce86c78e3b3aa662efacf5e1a4c9a8c38f37f53,No/9 (12).jpg,No,9 (12).jpg,134,129,8765
84,within_class,a43edb229c480324cd425344fce86c78e3b3aa662efacf5e1a4c9a8c38f37f53,No/IMG_20231216_150534_770.jpg,No,IMG_20231216_150534_770.jpg,134,129,8765
85,within_class,a6bd3e4be1bd068a0e33b7bc747d7d9201755b463b5b0a69b6c62cf3c9bbddf0,No/10 (35).jpeg,No,10 (35).jpeg,240,494,28595
85,within_class,a6bd3e4be1bd068a0e33b7bc747d7d9201755b463b5b0a69b6c62cf3c9bbddf0,No/12 (9).jpeg,No,12 (9).jpeg,240,494,28595
85,within_class,a6bd3e4be1bd068a0e33b7bc747d7d9201755b463b5b0a69b6c62cf3c9bbddf0,No/IMG_0343.jpeg,No,IMG_0343.jpeg,240,494,28595
86,within_class,a70b074d9b2cd740d9384414a8ce0e762721fb5ae57a87fda1e9df65c3531edc,No/12 (21).jpeg,No,12 (21).jpeg,259,310,26969
86,within_class,a70b074d9b2cd740d9384414a8ce0e762721fb5ae57a87fda1e9df65c3531edc,No/14 (10).jpeg,No,14 (10).jpeg,259,310,26969
86,within_class,a70b074d9b2cd740d9384414a8ce0e762721fb5ae57a87fda1e9df65c3531edc,No/IMG_0355.jpeg,No,IMG_0355.jpeg,259,310,26969
87,within_class,a89f6d431c1e8f9880c4fd1c44cd130ff6dad5c5ff175e3ff161e3e434ec17ea,No/10 (2).jpeg,No,10 (2).jpeg,338,649,48617
87,within_class,a89f6d431c1e8f9880c4fd1c44cd130ff6dad5c5ff175e3ff161e3e434ec17ea,No/12 (13).jpeg,No,12 (13).jpeg,338,649,48617
87,within_class,a89f6d431c1e8f9880c4fd1c44cd130ff6dad5c5ff175e3ff161e3e434ec17ea,No/IMG_0347.jpeg,No,IMG_0347.jpeg,338,649,48617
88,within_class,a963d4023962702a8ccd9533ed4695123e1cdb94bacf1a2d6c14070a8ab78d44,No/1 (1).jpeg,No,1 (1).jpeg,1028,938,204244
88,within_class,a963d4023962702a8ccd9533ed4695123e1cdb94bacf1a2d6c14070a8ab78d44,No/2 (3).jpeg,No,2 (3).jpeg,1028,938,204244
88,within_class,a963d4023962702a8ccd9533ed4695123e1cdb94bacf1a2d6c14070a8ab78d44,No/IMG_0205.jpeg,No,IMG_0205.jpeg,1028,938,204244
89,within_class,ab61c38755340009d0c8c02dc83c0a6f53a77f7229f0dbaabe249bd5a1ba30a2,No/10 (26).jpeg,No,10 (26).jpeg,664,491,71433
89,within_class,ab61c38755340009d0c8c02dc83c0a6f53a77f7229f0dbaabe249bd5a1ba30a2,No/14 (26).jpeg,No,14 (26).jpeg,664,491,71433
89,within_class,ab61c38755340009d0c8c02dc83c0a6f53a77f7229f0dbaabe249bd5a1ba30a2,No/IMG_0334.jpeg,No,IMG_0334.jpeg,664,491,71433
90,within_class,aef8edfff4f219d458ad4245136fc8dff2edfbb68a781c9611df7a5c499be71d,No/13 (23).jpg,No,13 (23).jpg,130,129,9223
90,within_class,aef8edfff4f219d458ad4245136fc8dff2edfbb68a781c9611df7a5c499be71d,No/9 (21).jpg,No,9 (21).jpg,130,129,9223
90,within_class,aef8edfff4f219d458ad4245136fc8dff2edfbb68a781c9611df7a5c499be71d,No/IMG_20231216_150534_779.jpg,No,IMG_20231216_150534_779.jpg,130,129,9223
91,cross_class,b106e9a1502fe9bd5b6e3eff18751cd91dc1beba1c56fed12c628770f37e7844,No/4 (5).jpeg,No,4 (5).jpeg,886,491,98717
91,cross_class,b106e9a1502fe9bd5b6e3eff18751cd91dc1beba1c56fed12c628770f37e7844,No/IMG_0217.jpeg,No,IMG_0217.jpeg,886,491,98717
91,cross_class,b106e9a1502fe9bd5b6e3eff18751cd91dc1beba1c56fed12c628770f37e7844,Yes/IMG_0217.jpeg,Yes,IMG_0217.jpeg,886,491,98717
92,cross_class,b10959f90c4c277fd80fa6c169bd1ef8520de786ecfd9beb952a3ce1e6d31620,No/IMG_0188.jpeg,No,IMG_0188.jpeg,641,878,101952
92,cross_class,b10959f90c4c277fd80fa6c169bd1ef8520de786ecfd9beb952a3ce1e6d31620,Yes/IMG_0188.jpeg,Yes,IMG_0188.jpeg,641,878,101952
93,within_class,b1efba2d003622246a5fa18e1ec21840deb20f58cba60c916cc8f768d8e7d08e,No/10 (21).jpeg,No,10 (21).jpeg,491,693,75242
93,within_class,b1efba2d003622246a5fa18e1ec21840deb20f58cba60c916cc8f768d8e7d08e,No/12 (32).jpeg,No,12 (32).jpeg,491,693,75242
93,within_class,b1efba2d003622246a5fa18e1ec21840deb20f58cba60c916cc8f768d8e7d08e,No/IMG_0366.jpeg,No,IMG_0366.jpeg,491,693,75242
94,within_class,b3e869615d0e5fa8221b542902db5adbd445b2fb36d724255525c3eba3a6a0d7,No/2024-02-04 15.17.54.jpeg,No,2024-02-04 15.17.54.jpeg,871,567,122207
94,within_class,b3e869615d0e5fa8221b542902db5adbd445b2fb36d724255525c3eba3a6a0d7,No/3 (10).jpeg,No,3 (10).jpeg,871,567,122207
95,within_class,b5d6d3fd809ae8476699d4c5171175c98ddef78ba79f5478ffd49932f51e008a,No/10 (8).jpeg,No,10 (8).jpeg,246,437,29334
95,within_class,b5d6d3fd809ae8476699d4c5171175c98ddef78ba79f5478ffd49932f51e008a,No/14 (8).jpeg,No,14 (8).jpeg,246,437,29334
95,within_class,b5d6d3fd809ae8476699d4c5171175c98ddef78ba79f5478ffd49932f51e008a,No/IMG_0353.jpeg,No,IMG_0353.jpeg,246,437,29334
96,within_class,b5fec1f2d715deab4b8804661639be14a89e887051534609fb7bf9318537910b,No/13 (37).jpg,No,13 (37).jpg,177,129,12140
96,within_class,b5fec1f2d715deab4b8804661639be14a89e887051534609fb7bf9318537910b,No/9 (35).jpg,No,9 (35).jpg,177,129,12140
96,within_class,b5fec1f2d715deab4b8804661639be14a89e887051534609fb7bf9318537910b,No/IMG_20231216_150534_793.jpg,No,IMG_20231216_150534_793.jpg,177,129,12140
97,within_class,b8bcf90d709432b5a0554d8ab8a5e5cdee0ec2a62a1e2b51f7ce1a1044401c59,No/10 (28).jpeg,No,10 (28).jpeg,491,643,67551
97,within_class,b8bcf90d709432b5a0554d8ab8a5e5cdee0ec2a62a1e2b51f7ce1a1044401c59,No/14 (28).jpeg,No,14 (28).jpeg,491,643,67551
97,within_class,b8bcf90d709432b5a0554d8ab8a5e5cdee0ec2a62a1e2b51f7ce1a1044401c59,No/IMG_0336.jpeg,No,IMG_0336.jpeg,491,643,67551
98,within_class,b8f14e6617b85a9e734cff4d5eae045f3fd1ea42aaa2a3abd524a8b358d16f02,No/13 (15).jpg,No,13 (15).jpg,133,142,9416
98,within_class,b8f14e6617b85a9e734cff4d5eae045f3fd1ea42aaa2a3abd524a8b358d16f02,No/9 (13).jpg,No,9 (13).jpg,133,142,9416
98,within_class,b8f14e6617b85a9e734cff4d5eae045f3fd1ea42aaa2a3abd524a8b358d16f02,No/IMG_20231216_150534_771.jpg,No,IMG_20231216_150534_771.jpg,133,142,9416
99,within_class,badb524320a9e57128b7cd59a1fb530b1c92eb759e073ec7bd5f6d01d9a26167,No/7 (3).jpg,No,7 (3).jpg,172,172,15133
99,within_class,badb524320a9e57128b7cd59a1fb530b1c92eb759e073ec7bd5f6d01d9a26167,No/IMG_20231216_135244_594.jpg,No,IMG_20231216_135244_594.jpg,172,172,15133
100,within_class,bd0ea3affb93a9ecc0f9742b25ae5e2e7584903d79359dc614fa48ac4fa92924,No/1 (2).jpeg,No,1 (2).jpeg,1056,1162,251317
100,within_class,bd0ea3affb93a9ecc0f9742b25ae5e2e7584903d79359dc614fa48ac4fa92924,No/2 (4).jpeg,No,2 (4).jpeg,1056,1162,251317
100,within_class,bd0ea3affb93a9ecc0f9742b25ae5e2e7584903d79359dc614fa48ac4fa92924,No/IMG_0206.jpeg,No,IMG_0206.jpeg,1056,1162,251317
101,cross_class,bd726f9649ad2a4d31d6dd3a494c3f2772c0d76935e1749f0a81fe0c59ecd040,No/IMG_0197.jpeg,No,IMG_0197.jpeg,783,491,85978
101,cross_class,bd726f9649ad2a4d31d6dd3a494c3f2772c0d76935e1749f0a81fe0c59ecd040,Yes/IMG_0197.jpeg,Yes,IMG_0197.jpeg,783,491,85978
102,within_class,be408e479ba2395865f80dda3bfb5a3d2750065134242affbd7454a50c7cca4c,No/10 (16).jpeg,No,10 (16).jpeg,282,620,38787
102,within_class,be408e479ba2395865f80dda3bfb5a3d2750065134242affbd7454a50c7cca4c,No/14 (16).jpeg,No,14 (16).jpeg,282,620,38787
102,within_class,be408e479ba2395865f80dda3bfb5a3d2750065134242affbd7454a50c7cca4c,No/IMG_0361.jpeg,No,IMG_0361.jpeg,282,620,38787
103,within_class,bebcb47d8ee11b7bdfcaced28875b52abca3152e7a34160c84dcbf92859732c4,No/7 (9).jpg,No,7 (9).jpg,124,172,11494
103,within_class,bebcb47d8ee11b7bdfcaced28875b52abca3152e7a34160c84dcbf92859732c4,No/IMG_20231216_135244_590.jpg,No,IMG_20231216_135244_590.jpg,124,172,11494
104,within_class,c2023680afb9d1133573d217b00075788b18e6a55d0044ab455f315e7f5f6277,No/10 (3).jpeg,No,10 (3).jpeg,239,369,23958
104,within_class,c2023680afb9d1133573d217b00075788b18e6a55d0044ab455f315e7f5f6277,No/12 (14).jpeg,No,12 (14).jpeg,239,369,23958
104,within_class,c2023680afb9d1133573d217b00075788b18e6a55d0044ab455f315e7f5f6277,No/IMG_0348.jpeg,No,IMG_0348.jpeg,239,369,23958
105,within_class,c59521c2a86b96f31504aaeb95ea543eb94bf72a1f954eab2a93489b334e2275,No/14 (30).jpeg,No,14 (30).jpeg,492,571,61116
105,within_class,c59521c2a86b96f31504aaeb95ea543eb94bf72a1f954eab2a93489b334e2275,No/IMG_0338.jpeg,No,IMG_0338.jpeg,492,571,61116
106,within_class,c6a960f8df7bb423e1125d24d15bc048b6837c95f9795b041fa4d6c52b3c84f5,No/6 (10).jpeg,No,6 (10).jpeg,783,514,89812
106,within_class,c6a960f8df7bb423e1125d24d15bc048b6837c95f9795b041fa4d6c52b3c84f5,No/IMG_0232.jpeg,No,IMG_0232.jpeg,783,514,89812
107,within_class,c70f3995fc83e7598d8da5aac0281e016fd95df1d3c457fb08a45e5020d7bc6a,No/10 (36).jpeg,No,10 (36).jpeg,128,251,14124
107,within_class,c70f3995fc83e7598d8da5aac0281e016fd95df1d3c457fb08a45e5020d7bc6a,No/12 (10).jpeg,No,12 (10).jpeg,128,251,14124
107,within_class,c70f3995fc83e7598d8da5aac0281e016fd95df1d3c457fb08a45e5020d7bc6a,No/14 (36).jpeg,No,14 (36).jpeg,128,251,14124
107,within_class,c70f3995fc83e7598d8da5aac0281e016fd95df1d3c457fb08a45e5020d7bc6a,No/IMG_0344.jpeg,No,IMG_0344.jpeg,128,251,14124
108,cross_class,c73b4bc1702e497fecffd7902646657cde784c2a21884e05fb1f182d43c1dda5,No/IMG_0196.jpeg,No,IMG_0196.jpeg,1028,563,114653
108,cross_class,c73b4bc1702e497fecffd7902646657cde784c2a21884e05fb1f182d43c1dda5,Yes/IMG_0196.jpeg,Yes,IMG_0196.jpeg,1028,563,114653
109,cross_class,c79b967e310ac7b33c111007f330f13c2131a0b00d72eb46959742b2b5499a6e,No/4 (1).jpeg,No,4 (1).jpeg,982,693,149580
109,cross_class,c79b967e310ac7b33c111007f330f13c2131a0b00d72eb46959742b2b5499a6e,No/IMG_0213.jpeg,No,IMG_0213.jpeg,982,693,149580
109,cross_class,c79b967e310ac7b33c111007f330f13c2131a0b00d72eb46959742b2b5499a6e,Yes/IMG_0213.jpeg,Yes,IMG_0213.jpeg,982,693,149580
110,within_class,c883d796ac1af435f9d42334aba772c764a9d95b2181bb98bcff8e49b1baf1c8,No/10 (6).jpeg,No,10 (6).jpeg,241,491,30501
110,within_class,c883d796ac1af435f9d42334aba772c764a9d95b2181bb98bcff8e49b1baf1c8,No/14 (6).jpeg,No,14 (6).jpeg,241,491,30501
110,within_class,c883d796ac1af435f9d42334aba772c764a9d95b2181bb98bcff8e49b1baf1c8,No/IMG_0351.jpeg,No,IMG_0351.jpeg,241,491,30501
111,within_class,cbe0b5f010389458737f38d09f075212e61245dd85867a8f8d746e369c90e1ad,No/7 (8).jpg,No,7 (8).jpg,172,172,15028
111,within_class,cbe0b5f010389458737f38d09f075212e61245dd85867a8f8d746e369c90e1ad,No/IMG_20231216_135244_589.jpg,No,IMG_20231216_135244_589.jpg,172,172,15028
112,within_class,cdc4cdb91e474df33589ce7fae93142881cec5d2ff9fc919fb7200ff75df56ba,No/6 (8).jpeg,No,6 (8).jpeg,825,643,103007
112,within_class,cdc4cdb91e474df33589ce7fae93142881cec5d2ff9fc919fb7200ff75df56ba,No/IMG_0230.jpeg,No,IMG_0230.jpeg,825,643,103007
113,within_class,ce1bec4820843d50d23f76f9a7d4fa7c23fc2447335b3b7e0c646cc958d5d649,No/1 (3).jpeg,No,1 (3).jpeg,994,1135,200380
113,within_class,ce1bec4820843d50d23f76f9a7d4fa7c23fc2447335b3b7e0c646cc958d5d649,No/2 (5).jpeg,No,2 (5).jpeg,994,1135,200380
113,within_class,ce1bec4820843d50d23f76f9a7d4fa7c23fc2447335b3b7e0c646cc958d5d649,No/IMG_0207.jpeg,No,IMG_0207.jpeg,994,1135,200380
114,within_class,ce5767e0f78a5a49f25ee50b80bac9cf90edf097b1cb62f9f699d6122d1a2b0c,No/13 (13).jpg,No,13 (13).jpg,131,129,8648
114,within_class,ce5767e0f78a5a49f25ee50b80bac9cf90edf097b1cb62f9f699d6122d1a2b0c,No/9 (11).jpg,No,9 (11).jpg,131,129,8648
114,within_class,ce5767e0f78a5a49f25ee50b80bac9cf90edf097b1cb62f9f699d6122d1a2b0c,No/IMG_20231216_150534_769.jpg,No,IMG_20231216_150534_769.jpg,131,129,8648
115,within_class,cfc4314ef87ad879b0a73a1cd4bf9ecccfc88e1fbcc381cd3c8a5d1e05d270bc,No/2024-02-04 15.18.36.jpeg,No,2024-02-04 15.18.36.jpeg,860,469,75436
115,within_class,cfc4314ef87ad879b0a73a1cd4bf9ecccfc88e1fbcc381cd3c8a5d1e05d270bc,No/3 (2).jpeg,No,3 (2).jpeg,860,469,75436
116,within_class,d0a040316d6e6200a3cbaa6e22f2fd4a3d2b7232f5f39d14c51a079063f38807,No/11 (14).jpeg,No,11 (14).jpeg,582,535,59478
116,within_class,d0a040316d6e6200a3cbaa6e22f2fd4a3d2b7232f5f39d14c51a079063f38807,No/2024-02-04 15.37.55.jpeg,No,2024-02-04 15.37.55.jpeg,582,535,59478
117,within_class,d0eb9705f29dbc309b86a9b725bc608617b1d1af412714c1379e41660bdcf3cb,No/10 (7).jpeg,No,10 (7).jpeg,231,361,24662
117,within_class,d0eb9705f29dbc309b86a9b725bc608617b1d1af412714c1379e41660bdcf3cb,No/14 (7).jpeg,No,14 (7).jpeg,231,361,24662
117,within_class,d0eb9705f29dbc309b86a9b725bc608617b1d1af412714c1379e41660bdcf3cb,No/IMG_0352.jpeg,No,IMG_0352.jpeg,231,361,24662
118,within_class,d173944f1ca1d9eac039952791ac9a7052b9cb72719969403205ed5b72ef454e,No/13 (6).jpg,No,13 (6).jpg,131,129,9215
118,within_class,d173944f1ca1d9eac039952791ac9a7052b9cb72719969403205ed5b72ef454e,No/9 (4).jpg,No,9 (4).jpg,131,129,9215
118,within_class,d173944f1ca1d9eac039952791ac9a7052b9cb72719969403205ed5b72ef454e,No/IMG_20231216_150534_799.jpg,No,IMG_20231216_150534_799.jpg,131,129,9215
119,within_class,d26b9ed1fe7bfac5cd14a3bf02c378275c4b68b353c9d8811848a4a7ee955b05,No/5 (10).jpeg,No,5 (10).jpeg,910,962,172934
119,within_class,d26b9ed1fe7bfac5cd14a3bf02c378275c4b68b353c9d8811848a4a7ee955b05,No/8 (2).jpeg,No,8 (2).jpeg,910,962,172934
119,within_class,d26b9ed1fe7bfac5cd14a3bf02c378275c4b68b353c9d8811848a4a7ee955b05,No/IMG_0223.jpeg,No,IMG_0223.jpeg,910,962,172934
120,within_class,d2b0647d9717cfe1b653e0ed0f198d635b996a744a6e1a4f62d03342a805069e,No/13 (4).jpg,No,13 (4).jpg,129,129,8962
120,within_class,d2b0647d9717cfe1b653e0ed0f198d635b996a744a6e1a4f62d03342a805069e,No/9 (2).jpg,No,9 (2).jpg,129,129,8962
120,within_class,d2b0647d9717cfe1b653e0ed0f198d635b996a744a6e1a4f62d03342a805069e,No/IMG_20231216_150534_797.jpg,No,IMG_20231216_150534_797.jpg,129,129,8962
121,within_class,d3fd6a432bf4653ebe33fc53ed294220ea6150f21e5c910f1c1cea60263dc6b6,No/14 (29).jpeg,No,14 (29).jpeg,495,494,57408
121,within_class,d3fd6a432bf4653ebe33fc53ed294220ea6150f21e5c910f1c1cea60263dc6b6,No/IMG_0337.jpeg,No,IMG_0337.jpeg,495,494,57408
122,within_class,d562770422de6aa675405f5ab158924b60d4db5f0a2d7ff94304c992af4e5a83,No/13 (25).jpg,No,13 (25).jpg,171,129,10733
122,within_class,d562770422de6aa675405f5ab158924b60d4db5f0a2d7ff94304c992af4e5a83,No/9 (23).jpg,No,9 (23).jpg,171,129,10733
122,within_class,d562770422de6aa675405f5ab158924b60d4db5f0a2d7ff94304c992af4e5a83,No/IMG_20231216_150534_781.jpg,No,IMG_20231216_150534_781.jpg,171,129,10733
123,within_class,d88309043aa032b4db80dba11d99a33c2ec5cc04a287b22d0e7dde752be40411,No/10 (25).jpeg,No,10 (25).jpeg,714,532,81523
123,within_class,d88309043aa032b4db80dba11d99a33c2ec5cc04a287b22d0e7dde752be40411,No/IMG_0333.jpeg,No,IMG_0333.jpeg,714,532,81523
124,within_class,da10d57e67c48a363dc2cfeae7307bf1c61c839bece7dace4beaabf9feebaa74,No/11 (15).jpeg,No,11 (15).jpeg,560,528,62609
124,within_class,da10d57e67c48a363dc2cfeae7307bf1c61c839bece7dace4beaabf9feebaa74,No/2024-02-04 15.38.18.jpeg,No,2024-02-04 15.38.18.jpeg,560,528,62609
125,within_class,da3c033fa98536074fb48b10aa4354d7b28cc225fb8b1ae7f9bc71409b71aa39,No/5 (2).jpeg,No,5 (2).jpeg,1109,916,203124
125,within_class,da3c033fa98536074fb48b10aa4354d7b28cc225fb8b1ae7f9bc71409b71aa39,No/8 (4).jpeg,No,8 (4).jpeg,1109,916,203124
125,within_class,da3c033fa98536074fb48b10aa4354d7b28cc225fb8b1ae7f9bc71409b71aa39,No/IMG_0225.jpeg,No,IMG_0225.jpeg,1109,916,203124
126,within_class,dd34215a36edbdd33d100e533a02a6b3dd07ef9160d4f52be903851e3dbc4022,No/10 (18).jpeg,No,10 (18).jpeg,119,169,15897
126,within_class,dd34215a36edbdd33d100e533a02a6b3dd07ef9160d4f52be903851e3dbc4022,No/14 (18).jpeg,No,14 (18).jpeg,119,169,15897
126,within_class,dd34215a36edbdd33d100e533a02a6b3dd07ef9160d4f52be903851e3dbc4022,No/IMG_0363.jpeg,No,IMG_0363.jpeg,119,169,15897
127,within_class,df9f2ab45306d33a4e2d0c7149524274ef2ea8b49b8ab134af850688013d8e70,No/10 (27).jpeg,No,10 (27).jpeg,492,736,74886
127,within_class,df9f2ab45306d33a4e2d0c7149524274ef2ea8b49b8ab134af850688013d8e70,No/14 (27).jpeg,No,14 (27).jpeg,492,736,74886
127,within_class,df9f2ab45306d33a4e2d0c7149524274ef2ea8b49b8ab134af850688013d8e70,No/IMG_0335.jpeg,No,IMG_0335.jpeg,492,736,74886
128,within_class,e152ac452125c4f9ab0cee98cb6568f7d77afa0ab0e4e032f8329fc79279c103,No/10 (11).jpeg,No,10 (11).jpeg,211,479,27720
128,within_class,e152ac452125c4f9ab0cee98cb6568f7d77afa0ab0e4e032f8329fc79279c103,No/12 (22).jpeg,No,12 (22).jpeg,211,479,27720
128,within_class,e152ac452125c4f9ab0cee98cb6568f7d77afa0ab0e4e032f8329fc79279c103,No/IMG_0356.jpeg,No,IMG_0356.jpeg,211,479,27720
129,within_class,e187b430b4b2e3c23935375de4bd21cb702037af04cb1df5c6c5f7cd904a24b6,No/9 (8).jpg,No,9 (8).jpg,129,148,10846
129,within_class,e187b430b4b2e3c23935375de4bd21cb702037af04cb1df5c6c5f7cd904a24b6,No/IMG_20231216_150534_803.jpg,No,IMG_20231216_150534_803.jpg,129,148,10846
130,within_class,e4a8b674eaac67cb3e0c1ab982323b1f0a96fa496742b51c570153a4ccae6fb4,No/9 (9).jpg,No,9 (9).jpg,129,130,8528
130,within_class,e4a8b674eaac67cb3e0c1ab982323b1f0a96fa496742b51c570153a4ccae6fb4,No/IMG_20231216_150534_767.jpg,No,IMG_20231216_150534_767.jpg,129,130,8528
131,within_class,e51fcf5fbec402d1d141ddf20419aa8907290cd45bd791d82ac14b7bb36f0762,No/5 (3).jpeg,No,5 (3).jpeg,925,824,152156
131,within_class,e51fcf5fbec402d1d141ddf20419aa8907290cd45bd791d82ac14b7bb36f0762,No/8 (5).jpeg,No,8 (5).jpeg,925,824,152156
131,within_class,e51fcf5fbec402d1d141ddf20419aa8907290cd45bd791d82ac14b7bb36f0762,No/IMG_0226.jpeg,No,IMG_0226.jpeg,925,824,152156
132,within_class,e6ce5b0167ce9c99a51596d83ba3a96d6c632e37f97ed65ae0ca75cce0e68ba5,No/11 (20).jpeg,No,11 (20).jpeg,741,491,69028
132,within_class,e6ce5b0167ce9c99a51596d83ba3a96d6c632e37f97ed65ae0ca75cce0e68ba5,No/2024-02-04 15.39.48.jpeg,No,2024-02-04 15.39.48.jpeg,741,491,69028
133,within_class,e837bf19975f044459ae9a95956093197b346b639bfc409d98601c64d9232db6,No/11 (7).jpeg,No,11 (7).jpeg,491,491,46667
133,within_class,e837bf19975f044459ae9a95956093197b346b639bfc409d98601c64d9232db6,No/2024-02-04 15.35.49.jpeg,No,2024-02-04 15.35.49.jpeg,491,491,46667
134,cross_class,e8b848c9ae90664356220239af2cefdad0a73b24d7df4f2120372f7fd07159b5,No/IMG_0187.jpeg,No,IMG_0187.jpeg,626,492,58101
134,cross_class,e8b848c9ae90664356220239af2cefdad0a73b24d7df4f2120372f7fd07159b5,Yes/IMG_0187.jpeg,Yes,IMG_0187.jpeg,626,492,58101
135,within_class,ea73247005e1eca11dca6098e74538e080fff6a75f6cf741d0a072bbcc848726,No/7 (5).jpg,No,7 (5).jpg,183,172,15945
